Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
39141869,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
39142093,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39146229,00000521,false,Rx,0,6,00,0D,00,00,02,54,00,00,
39150503,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
39156075,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
39159093,00000522,false,Rx,0,6,01,0A,00,04,7A,05,00,00,
39160500,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39160681,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39166178,00000521,false,Rx,0,6,00,0E,00,00,02,54,00,00,
39170505,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39174894,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39180509,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39180697,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39186161,00000521,false,Rx,0,6,00,0F,00,00,02,52,00,00,
39190509,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39196072,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
39197164,00000523,false,Rx,0,6,02,0B,00,04,7A,73,00,00,
39198191,00000524,false,Rx,0,6,03,0B,FF,FF,FF,F8,00,00,
39200511,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39200693,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39206207,00000521,false,Rx,0,6,00,00,00,00,02,72,00,00,
39209350,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39209602,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39210519,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39219086,00000522,false,Rx,0,6,01,0B,00,04,7A,30,00,00,
39220020,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
39220295,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,00,00,
39220529,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39220711,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39226159,00000521,false,Rx,0,6,00,01,00,00,02,7D,00,00,
39230527,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39236056,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
39240150,00000272,false,Rx,0,8,02,F2,71,11,FF,FF,FF,FF,
39240527,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39240709,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39240954,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
39241156,00000328,false,Rx,0,6,26,00,00,00,87,1E,00,00,
39241410,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39241542,000003E8,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
39241785,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
39242019,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39242252,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39242499,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
39242733,000003F9,false,Rx,0,8,C0,F9,80,E0,43,3C,F3,FF,
39242957,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39243192,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
39243436,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
39243682,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
39243927,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
39246167,00000521,false,Rx,0,6,00,02,00,00,02,77,00,00,
39250556,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39257162,00000523,false,Rx,0,6,02,0C,00,04,7A,41,00,00,
39258168,00000524,false,Rx,0,6,03,0C,FF,FF,FF,F8,00,00,
39260561,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39260744,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39266198,00000521,false,Rx,0,6,00,03,00,00,02,60,00,00,
39270566,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39274892,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39276079,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
39279144,00000522,false,Rx,0,6,01,0C,00,04,7A,28,00,00,
39280570,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39280742,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39286069,00000521,false,Rx,0,6,00,04,00,00,02,76,00,00,
39290563,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39300569,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39300748,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39306065,00000521,false,Rx,0,6,00,05,00,00,02,58,00,00,
39309345,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39309597,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39310576,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39316030,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
39317151,00000523,false,Rx,0,6,02,0D,00,04,7A,2D,00,00,
39318167,00000524,false,Rx,0,6,03,0D,00,00,00,0A,00,00,
39320581,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39320764,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39326184,00000521,false,Rx,0,6,00,06,00,00,02,65,00,00,
39330584,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39339057,00000522,false,Rx,0,6,01,0D,00,04,7A,07,00,00,
39340580,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39340835,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39341079,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
39341303,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39341486,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39341720,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39341964,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
39342189,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39346131,0000035D,false,Rx,0,8,00,00,00,00,00,00,00,00,
39346340,00000521,false,Rx,0,6,00,07,00,00,02,67,00,00,
39350594,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39356060,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
39360597,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39360785,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39366136,00000521,false,Rx,0,6,00,08,00,00,02,64,00,00,
39370602,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39374874,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39377131,00000523,false,Rx,0,6,02,0E,00,04,7A,0E,00,00,
39378158,00000524,false,Rx,0,6,03,0E,FF,FF,FF,E2,00,00,
39380604,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39380785,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39386188,00000521,false,Rx,0,6,00,09,00,00,02,7E,00,00,
39390610,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39396068,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
39399128,00000522,false,Rx,0,6,01,0E,00,04,7A,2E,00,00,
39400607,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39400789,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39406127,00000521,false,Rx,0,6,00,0A,00,00,02,64,00,00,
39409344,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39409597,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39410620,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39420464,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,00,00,
39420695,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39420876,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39426123,00000521,false,Rx,0,6,00,0B,00,00,02,6A,00,00,
39430620,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39436085,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
39437133,00000523,false,Rx,0,6,02,0F,00,04,7A,5E,00,00,
39438140,00000524,false,Rx,0,6,03,0F,FF,FF,FF,E6,00,00,
39440629,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39440873,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39441055,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39441289,00000272,false,Rx,0,8,5F,F3,71,11,FF,FF,FF,FF,
39441514,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39441758,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
39441993,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39442246,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
39442481,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
39442727,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
39442950,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39443184,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
39443439,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
39443675,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
39443930,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
39446169,00000521,false,Rx,0,6,00,0C,00,00,02,5B,00,00,
39450644,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39456238,000005BD,false,Rx,0,8,88,80,00,00,00,00,00,00,
39459118,00000522,false,Rx,0,6,01,0F,00,04,79,F0,00,00,
39460650,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39460831,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39464154,00000351,false,Rx,0,8,20,0D,C8,00,DC,05,D3,0A,
39464395,00000355,false,Rx,0,8,27,00,64,00,86,01,00,00,
39464630,00000356,false,Rx,0,8,A6,72,FA,FF,E1,00,00,00,
39466114,00000521,false,Rx,0,6,00,0D,00,00,02,49,00,00,
39466517,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
39466740,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
39468505,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
39470521,00000373,false,Rx,0,8,8F,0D,AA,0D,27,01,28,01,
39470744,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39472540,00000379,false,Rx,0,8,D2,00,00,04,03,00,00,00,
39474545,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
39474883,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39476031,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
39480656,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39480833,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39486035,00000521,false,Rx,0,6,00,0E,00,00,02,58,00,00,
39490180,1806E5F4,true,Rx,0,8,0D,20,00,C8,00,00,00,00,
39490653,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39497112,00000523,false,Rx,0,6,02,00,00,04,7A,1A,00,00,
39498130,00000524,false,Rx,0,6,03,00,00,00,00,06,00,00,
39500659,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39500840,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39506158,00000521,false,Rx,0,6,00,0F,00,00,02,5F,00,00,
39509343,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39509585,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39510607,000003C3,false,Rx,0,8,8E,1C,69,9A,20,08,82,20,
39510831,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39516024,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
39519114,00000522,false,Rx,0,6,01,00,00,04,7A,09,00,00,
39520667,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39520849,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39526031,00000521,false,Rx,0,6,00,00,00,00,02,70,00,00,
39530673,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39540669,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39540919,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39541165,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
39541388,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39541571,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39541806,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39542050,000003E9,false,Rx,0,8,FE,FF,11,01,6E,00,00,1E,
39542274,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39546115,00000521,false,Rx,0,6,00,01,00,00,02,60,00,00,
39550684,000003B4,false,Rx,0,8,00,FF,31,F4,BD,FF,04,00,
39550914,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39556085,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
39557101,00000523,false,Rx,0,6,02,01,00,04,7A,3D,00,00,
39558140,00000524,false,Rx,0,6,03,01,00,00,00,10,00,00,
39560690,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39560871,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39566142,00000521,false,Rx,0,6,00,02,00,00,02,4F,00,00,
39570690,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39574879,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39579089,00000522,false,Rx,0,6,01,01,00,04,7A,0B,00,00,
39580694,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39580876,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39586099,00000521,false,Rx,0,6,00,03,00,00,02,55,00,00,
39590700,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39596050,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
39600702,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
39600880,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39606018,00000521,false,Rx,0,6,00,04,00,00,02,71,00,00,
39609331,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39609584,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39610710,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39617094,00000523,false,Rx,0,6,02,02,00,04,7A,3B,00,00,
39618111,00000524,false,Rx,0,6,03,02,00,00,00,08,00,00,
39620702,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39620895,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39621139,000003B4,false,Rx,0,8,00,FF,31,F4,BD,FF,04,00,
39626144,00000521,false,Rx,0,6,00,05,00,00,02,5D,00,00,
39630713,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39636063,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
39636293,0000032D,false,Rx,0,8,16,00,00,00,8A,8D,C6,17,
39639084,00000522,false,Rx,0,6,01,02,00,04,7A,20,00,00,
39640710,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39640966,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39641148,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39641381,00000272,false,Rx,0,8,D1,F4,71,11,FF,FF,FF,FF,
39641617,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39641862,000002FA,false,Rx,0,8,FC,FF,95,FF,FF,FF,FF,FF,
39642095,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39642338,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
39642585,000003E9,false,Rx,0,8,FE,FF,11,01,6E,00,00,1E,
39642808,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39643042,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
39643288,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
39643533,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
39643777,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
39646006,00000521,false,Rx,0,6,00,06,00,00,02,69,00,00,
39650732,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39660738,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39660917,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39666086,00000521,false,Rx,0,6,00,07,00,00,02,67,00,00,
39670739,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39670980,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
39674885,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39676017,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
39676262,0000035D,false,Rx,0,8,01,00,00,00,00,00,00,00,
39677083,00000523,false,Rx,0,6,02,03,00,04,7A,0C,00,00,
39678114,00000524,false,Rx,0,6,03,03,FF,FF,FF,F0,00,00,
39680739,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39680922,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39686135,00000521,false,Rx,0,6,00,08,00,00,02,73,00,00,
39690748,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39699075,00000522,false,Rx,0,6,01,03,00,04,7A,3D,00,00,
39700756,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39700937,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39705993,00000521,false,Rx,0,6,00,09,00,00,02,5D,00,00,
39709327,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39709578,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39710758,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39716010,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
39720759,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39720936,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39726073,00000521,false,Rx,0,6,00,0A,00,00,02,59,00,00,
39730759,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39737079,00000523,false,Rx,0,6,02,04,00,04,7A,25,00,00,
39738095,00000524,false,Rx,0,6,03,04,FF,FF,FF,EA,00,00,
39740761,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39741016,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39741258,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
39741484,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39741666,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39741899,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39742144,000003E9,false,Rx,0,8,FE,FF,11,01,6E,00,00,1E,
39742368,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39746121,00000521,false,Rx,0,6,00,0B,00,00,02,67,00,00,
39750774,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39756081,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
39759065,00000522,false,Rx,0,6,01,04,00,04,7A,15,00,00,
39760776,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39760958,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39765983,00000521,false,Rx,0,6,00,0C,00,00,02,66,00,00,
39770786,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39774890,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39780779,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39780966,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39781210,000003B4,false,Rx,0,8,00,FF,31,F4,BE,FF,04,00,
39786069,00000521,false,Rx,0,6,00,0D,00,00,02,60,00,00,
39790785,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39796071,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
39797056,00000523,false,Rx,0,6,02,05,00,04,7A,1C,00,00,
39798077,00000524,false,Rx,0,6,03,05,FF,FF,FF,E8,00,00,
39800790,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39800967,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39806105,00000521,false,Rx,0,6,00,0E,00,00,02,6E,00,00,
39809322,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39809574,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39810796,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
39819048,00000522,false,Rx,0,6,01,05,00,04,7A,20,00,00,
39820799,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39820981,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39821222,000003B4,false,Rx,0,8,00,FF,31,F4,BE,FF,04,00,
39826046,00000521,false,Rx,0,6,00,0F,00,00,02,5D,00,00,
39830804,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39836018,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
39840807,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39841047,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39841229,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39841475,00000272,false,Rx,0,8,8C,F5,71,11,FF,FF,FF,FF,
39841698,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39841943,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
39842178,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39842422,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
39842668,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
39842903,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39843127,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
39843381,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
39843628,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
39843872,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
39846054,00000521,false,Rx,0,6,00,00,00,00,02,58,00,00,
39850818,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39857057,00000523,false,Rx,0,6,02,06,00,04,7A,23,00,00,
39858074,00000524,false,Rx,0,6,03,06,FF,FF,FF,F6,00,00,
39860823,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39861005,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39866096,00000521,false,Rx,0,6,00,01,00,00,02,5B,00,00,
39870826,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39874867,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39876012,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
39878960,00000522,false,Rx,0,6,01,06,00,04,7A,51,00,00,
39880827,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39881015,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39885964,00000521,false,Rx,0,6,00,02,00,00,02,71,00,00,
39890838,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39900843,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39901020,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39906044,00000521,false,Rx,0,6,00,03,00,00,02,59,00,00,
39909294,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
39909546,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
39910841,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39916054,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
39917039,00000523,false,Rx,0,6,02,07,00,04,7A,25,00,00,
39918060,00000524,false,Rx,0,6,03,07,00,00,00,1E,00,00,
39920847,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39921024,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39926079,00000521,false,Rx,0,6,00,04,00,00,02,53,00,00,
39930849,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
39939038,00000522,false,Rx,0,6,01,07,00,04,7A,30,00,00,
39940854,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
39941104,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
39941350,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
39941574,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
39941756,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39941991,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
39942235,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
39942458,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
39945950,00000521,false,Rx,0,6,00,05,00,00,02,7D,00,00,
39950867,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39956070,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
39960871,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39961048,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39966029,00000521,false,Rx,0,6,00,06,00,00,02,7B,00,00,
39970873,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39974871,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
39977034,00000523,false,Rx,0,6,02,08,00,04,7A,3D,00,00,
39978041,00000524,false,Rx,0,6,03,08,FF,FF,FF,FA,00,00,
39980873,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39981054,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
39986069,00000521,false,Rx,0,6,00,07,00,00,02,78,00,00,
39990880,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
39996052,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
39999016,00000522,false,Rx,0,6,01,08,00,04,7A,22,00,00,
40000883,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
40001073,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
40005946,00000521,false,Rx,0,6,00,08,00,00,02,5C,00,00,
40006238,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
40009282,00000100,false,Rx,0,8,01,00,00,00,3D,09,2D,12,
40009539,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
40010883,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
