Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
21432490,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21432740,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
21432922,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21433167,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
21433390,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
21433626,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
21433882,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
21434126,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
21434349,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
21434585,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
21434830,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
21435075,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
21435319,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
21436816,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
21440667,00000523,false,Rx,0,6,02,03,00,04,7A,3B,00,00,
21441696,00000524,false,Rx,0,6,03,03,FF,FF,FF,F6,00,00,
21442507,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21449727,00000521,false,Rx,0,6,00,08,00,00,02,73,00,00,
21452514,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21452691,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21462517,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21462716,00000522,false,Rx,0,6,01,03,00,04,7A,2A,00,00,
21469587,00000521,false,Rx,0,6,00,09,00,00,02,83,00,00,
21472519,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21472697,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21475372,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
21476768,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
21482519,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21489673,00000521,false,Rx,0,6,00,0A,00,00,02,65,00,00,
21492524,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21492701,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21500659,00000523,false,Rx,0,6,02,04,00,04,7A,1C,00,00,
21501687,00000524,false,Rx,0,6,03,04,00,00,00,25,00,00,
21502530,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21509696,00000521,false,Rx,0,6,00,0B,00,00,02,72,00,00,
21510251,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
21510507,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
21512534,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21512716,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21516762,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
21522535,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21522733,00000522,false,Rx,0,6,01,04,00,04,7A,34,00,00,
21526870,0000035D,false,Rx,0,8,00,00,00,00,00,00,00,00,
21529570,00000521,false,Rx,0,6,00,0C,00,00,02,62,00,00,
21532534,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21532785,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
21533031,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
21533254,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
21533436,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21533670,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
21533926,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
21534150,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
21542551,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21549652,00000521,false,Rx,0,6,00,0D,00,00,02,53,00,00,
21552553,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21552731,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21556825,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
21560654,00000523,false,Rx,0,6,02,05,00,04,7A,29,00,00,
21561671,00000524,false,Rx,0,6,03,05,FF,FF,FF,FE,00,00,
21562556,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21569690,00000521,false,Rx,0,6,00,0E,00,00,02,74,00,00,
21572561,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21572738,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21575351,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
21582564,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21582762,00000522,false,Rx,0,6,01,05,00,04,7A,20,00,00,
21589558,00000521,false,Rx,0,6,00,0F,00,00,02,57,00,00,
21590458,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
21592569,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21592750,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21596778,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
21602570,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21609631,00000521,false,Rx,0,6,00,00,00,00,02,61,00,00,
21610165,00000272,false,Rx,0,8,D1,F4,71,11,FF,FF,FF,FF,
21610410,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
21610667,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
21612570,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21612751,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21620622,00000523,false,Rx,0,6,02,06,00,04,7A,25,00,00,
21621660,00000524,false,Rx,0,6,03,06,FF,FF,FF,FC,00,00,
21622576,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21629679,00000521,false,Rx,0,6,00,01,00,00,02,77,00,00,
21632582,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21632823,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
21633005,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21633259,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
21633484,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
21633719,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
21633963,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
21634218,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
21634443,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
21634668,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
21634923,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
21635168,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
21635413,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
21636805,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
21637038,0000032D,false,Rx,0,8,0D,00,00,00,86,1B,81,3C,
21642540,00000522,false,Rx,0,6,01,06,00,04,7A,18,00,00,
21642770,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21649619,00000521,false,Rx,0,6,00,02,00,00,02,71,00,00,
21652604,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21652783,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21662608,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21669541,00000521,false,Rx,0,6,00,03,00,00,02,71,00,00,
21672611,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21672789,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21675369,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
21676744,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
21680616,00000523,false,Rx,0,6,02,07,00,04,7A,1A,00,00,
21681643,00000524,false,Rx,0,6,03,07,00,00,00,16,00,00,
21682611,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21689663,00000521,false,Rx,0,6,00,04,00,00,02,54,00,00,
21692617,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21692796,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21702622,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21702821,00000522,false,Rx,0,6,01,07,00,04,7A,32,00,00,
21709609,00000521,false,Rx,0,6,00,05,00,00,02,61,00,00,
21710236,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
21710493,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
21712614,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21712797,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21716750,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
21722627,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21729530,00000521,false,Rx,0,6,00,06,00,00,02,6A,00,00,
21732633,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21732873,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
21733117,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
21733351,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
21733525,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21733769,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
21734013,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
21734238,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
21740614,00000523,false,Rx,0,6,02,08,00,04,7A,08,00,00,
21741630,00000524,false,Rx,0,6,03,08,FF,FF,FF,C3,00,00,
21742642,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21749641,00000521,false,Rx,0,6,00,07,00,00,02,84,00,00,
21752637,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21752825,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21756824,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
21760854,00000351,false,Rx,0,8,20,0D,C8,00,DC,05,D3,0A,
21761096,00000355,false,Rx,0,8,27,00,64,00,86,01,00,00,
21761330,00000356,false,Rx,0,8,A5,72,FA,FF,E1,00,00,00,
21762520,00000522,false,Rx,0,6,01,08,00,04,7A,32,00,00,
21762745,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21763222,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
21763446,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
21765201,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
21767216,00000373,false,Rx,0,8,8E,0D,AA,0D,27,01,28,01,
21769240,00000379,false,Rx,0,8,D2,00,00,00,01,00,00,00,
21769602,00000521,false,Rx,0,6,00,08,00,00,02,56,00,00,
21771240,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
21772651,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21772833,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21775356,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
21782649,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21789596,00000521,false,Rx,0,6,00,09,00,00,02,5D,00,00,
21790477,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
21792660,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21792841,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21796806,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
21800593,00000523,false,Rx,0,6,02,09,00,04,7A,3D,00,00,
21801610,00000524,false,Rx,0,6,03,09,FF,FF,FF,E8,00,00,
21802659,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21809635,00000521,false,Rx,0,6,00,0A,00,00,02,6F,00,00,
21810211,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
21810455,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
21810700,00000272,false,Rx,0,8,8C,F5,71,11,FF,FF,FF,FF,
21812658,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21812840,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21822578,00000522,false,Rx,0,6,01,09,00,04,7A,20,00,00,
21822807,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21829583,00000521,false,Rx,0,6,00,0B,00,00,02,6F,00,00,
21832664,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21832915,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
21833096,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21833352,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
21833577,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
21833810,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
21834056,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
21834300,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
21834525,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
21834759,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
21835004,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
21835249,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
21835494,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
21836750,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
21842689,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21849581,00000521,false,Rx,0,6,00,0C,00,00,02,74,00,00,
21852692,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21852870,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21856836,0000035D,false,Rx,0,8,01,00,00,00,00,00,00,00,
21860583,00000523,false,Rx,0,6,02,0A,00,04,7A,3F,00,00,
21861610,00000524,false,Rx,0,6,03,0A,FF,FF,FF,EC,00,00,
21862690,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21869614,00000521,false,Rx,0,6,00,0D,00,00,02,56,00,00,
21872694,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21872882,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21875357,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
21876747,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
21882491,00000522,false,Rx,0,6,01,0A,00,04,7A,22,00,00,
21882720,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
21889498,00000521,false,Rx,0,6,00,0E,00,00,02,59,00,00,
21892705,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21892882,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21902709,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21909569,00000521,false,Rx,0,6,00,0F,00,00,02,59,00,00,
21910198,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
21910452,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
21912712,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21912894,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21916785,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
21920551,00000523,false,Rx,0,6,02,0B,00,04,7A,3B,00,00,
21921590,00000524,false,Rx,0,6,03,0B,FF,FF,FF,F4,00,00,
21922712,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21929604,00000521,false,Rx,0,6,00,00,00,00,02,60,00,00,
21932715,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21932966,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
21933211,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
21933435,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
21933618,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21933853,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
21934097,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
21934331,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
21942555,00000522,false,Rx,0,6,01,0B,00,04,7A,3A,00,00,
21942784,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21949560,00000521,false,Rx,0,6,00,01,00,00,02,60,00,00,
21952735,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21952912,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21956796,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
21962738,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21969555,00000521,false,Rx,0,6,00,02,00,00,02,6E,00,00,
21972741,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21972918,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21975363,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
21980557,00000523,false,Rx,0,6,02,0C,00,04,7A,41,00,00,
21981575,00000524,false,Rx,0,6,03,0C,00,00,00,00,00,00,
21982738,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21989588,00000521,false,Rx,0,6,00,03,00,00,02,74,00,00,
21990805,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
21992747,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
21992929,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
21996788,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
22002541,00000522,false,Rx,0,6,01,0C,00,04,7A,13,00,00,
22002770,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22009460,00000521,false,Rx,0,6,00,04,00,00,02,51,00,00,
22010205,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
22010449,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
22011052,00000272,false,Rx,0,8,6B,F6,71,11,FF,FF,FF,FF,
22012746,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
22012928,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22022751,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
22029548,00000521,false,Rx,0,6,00,05,00,00,02,7E,00,00,
22032756,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22033008,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
22033189,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22033433,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
22033657,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
22033893,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
22034148,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
22034392,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
22034618,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
22034852,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
22035096,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
22035342,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
22035587,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
22036734,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
22040541,00000523,false,Rx,0,6,02,0D,00,04,7A,29,00,00,
22041569,00000524,false,Rx,0,6,03,0D,FF,FF,FF,FC,00,00,
22042774,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22049583,00000521,false,Rx,0,6,00,06,00,00,02,61,00,00,
22052778,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22052957,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22062453,00000522,false,Rx,0,6,01,0D,00,04,7A,0B,00,00,
22062778,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22069447,00000521,false,Rx,0,6,00,07,00,00,02,65,00,00,
22072782,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22072972,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22075342,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
22076732,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
22082791,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22089535,00000521,false,Rx,0,6,00,08,00,00,02,63,00,00,
22092793,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22092972,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22100539,00000523,false,Rx,0,6,02,0E,00,04,7A,2F,00,00,
22101556,00000524,false,Rx,0,6,03,0E,FF,FF,FF,F8,00,00,
22102792,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22109569,00000521,false,Rx,0,6,00,09,00,00,02,67,00,00,
22110207,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
22110462,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
22112796,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22112977,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22116775,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
22122524,00000522,false,Rx,0,6,01,0E,00,04,7A,11,00,00,
22122807,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22129519,00000521,false,Rx,0,6,00,0A,00,00,02,72,00,00,
22132801,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22133052,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
22133296,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
22133522,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
22133703,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22133947,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
22134192,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
22134416,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
22142818,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22149520,00000521,false,Rx,0,6,00,0B,00,00,02,73,00,00,
22152822,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22153000,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22156821,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
22160524,00000523,false,Rx,0,6,02,0F,00,04,79,F9,00,00,
22161541,00000524,false,Rx,0,6,03,0F,00,00,00,3B,00,00,
22162821,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22169553,00000521,false,Rx,0,6,00,0C,00,00,02,5B,00,00,
22172824,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
22173012,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22175340,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
22182433,00000522,false,Rx,0,6,01,0F,00,04,7A,36,00,00,
22182832,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22186854,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
22189426,00000521,false,Rx,0,6,00,0D,00,00,02,4E,00,00,
22191253,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
22191555,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
22192829,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
22193010,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22196737,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
22201168,000003C3,false,Rx,0,8,80,1C,69,9A,20,08,82,20,
22202838,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
22209505,00000521,false,Rx,0,6,00,0E,00,00,02,6A,00,00,
22210207,00000100,false,Rx,0,8,01,00,00,00,3D,09,39,12,
22210463,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
22211170,00000272,false,Rx,0,8,36,F7,71,11,FF,FF,FF,FF,
22212843,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22213025,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22220507,00000523,false,Rx,0,6,02,00,00,04,7A,2F,00,00,
22221534,00000524,false,Rx,0,6,03,00,00,00,00,04,00,00,
22222845,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22229549,00000521,false,Rx,0,6,00,0F,00,00,02,65,00,00,
22232850,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22233028,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22233271,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
22233476,00000328,false,Rx,0,6,15,00,00,00,87,1E,00,00,
22233720,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
22233860,000003E8,false,Rx,0,2,F1,FF,00,00,00,00,00,00,
22234114,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
22234338,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
22234573,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
22234818,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
22235054,000003F9,false,Rx,0,8,C0,F9,80,E0,43,3C,F3,FF,
22235278,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
22235513,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
22235759,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
22236003,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
22236248,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
22236735,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
22242507,00000522,false,Rx,0,6,01,00,00,04,7A,41,00,00,
22242874,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22249428,00000521,false,Rx,0,6,00,00,00,00,02,68,00,00,
22252878,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22253056,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22262880,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22269498,00000521,false,Rx,0,6,00,01,00,00,02,59,00,00,
22272883,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22273061,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
22275347,1801D08F,true,Rx,0,8,00,8C,00,5E,03,00,00,47,
22276769,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
22280495,00000523,false,Rx,0,6,02,01,00,04,7A,16,00,00,
22281522,00000524,false,Rx,0,6,03,01,FF,FF,FF,F2,00,00,
22282885,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
22286927,000005BD,false,Rx,0,8,90,80,00,00,00,00,00,00,
22289546,00000521,false,Rx,0,6,00,02,00,00,02,63,00,00,
