Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
176705039,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
176705264,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
176713659,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176714415,00000523,false,Rx,0,6,02,0A,00,04,63,85,00,00,
176714627,00000524,false,Rx,0,6,03,0A,00,00,00,1A,00,00,
176720406,00000521,false,Rx,0,6,00,0D,00,00,02,DF,00,00,
176723665,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176723853,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176733668,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176739989,00000521,false,Rx,0,6,00,0E,00,00,02,C9,00,00,
176740712,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
176743672,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176743853,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176751063,00000522,false,Rx,0,6,01,0A,00,04,63,6D,00,00,
176753670,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176757364,00000100,false,Rx,0,8,01,00,00,00,88,08,2D,12,
176757615,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
176760070,00000521,false,Rx,0,6,00,0F,00,00,02,D9,00,00,
176763671,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176763859,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176773684,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176774408,00000523,false,Rx,0,6,02,0B,00,04,63,98,00,00,
176774621,00000524,false,Rx,0,6,03,0B,FF,FF,FF,FC,00,00,
176780412,00000521,false,Rx,0,6,00,00,00,00,02,BD,00,00,
176780777,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
176781022,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
176783678,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176783860,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176792250,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
176793688,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176800068,00000521,false,Rx,0,6,00,01,00,00,02,DF,00,00,
176803689,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176803939,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
176804122,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176804367,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
176804591,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
176804836,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
176805081,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
176805221,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
176805464,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
176805700,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
176805925,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
176806160,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
176806416,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
176806660,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
176806905,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
176811068,00000522,false,Rx,0,6,01,0B,00,04,63,75,00,00,
176813715,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176820067,00000521,false,Rx,0,6,00,02,00,00,02,D1,00,00,
176820739,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
176823719,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176823900,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176824774,00000272,false,Rx,0,8,6B,F6,71,11,FF,FF,FF,FF,
176833715,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176834408,00000523,false,Rx,0,6,02,0C,00,04,63,90,00,00,
176834631,00000524,false,Rx,0,6,03,0C,FF,FF,FF,EA,00,00,
176840399,00000521,false,Rx,0,6,00,03,00,00,02,D4,00,00,
176843721,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176843900,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176853725,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176857366,00000100,false,Rx,0,8,01,00,00,00,88,08,2D,12,
176857617,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
176860052,00000521,false,Rx,0,6,00,04,00,00,02,C8,00,00,
176860758,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
176863730,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176863909,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176870968,00000522,false,Rx,0,6,01,0C,00,04,63,68,00,00,
176873731,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176880053,00000521,false,Rx,0,6,00,05,00,00,02,CA,00,00,
176883734,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176883913,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176892253,1801D08F,true,Rx,0,8,00,8C,00,6E,03,00,00,44,
176893731,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176894393,00000523,false,Rx,0,6,02,0D,00,04,63,98,00,00,
176894606,00000524,false,Rx,0,6,03,0D,00,00,00,02,00,00,
176900382,00000521,false,Rx,0,6,00,06,00,00,02,BC,00,00,
176900705,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
176903737,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176903983,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
176904228,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
176904462,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
176904635,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176904879,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
176905123,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
176905348,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
176913750,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
176919968,00000521,false,Rx,0,6,00,07,00,00,02,B2,00,00,
176923755,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
176923934,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176931036,00000522,false,Rx,0,6,01,0D,00,04,63,8B,00,00,
176933758,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
176940037,00000521,false,Rx,0,6,00,08,00,00,02,C9,00,00,
176940698,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
176943762,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176943943,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176953760,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176954388,00000523,false,Rx,0,6,02,0E,00,04,63,9A,00,00,
176954613,00000524,false,Rx,0,6,03,0E,FF,FF,FF,FA,00,00,
176957363,00000100,false,Rx,0,8,01,00,00,00,85,08,2D,12,
176957619,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
176960384,00000521,false,Rx,0,6,00,09,00,00,02,C3,00,00,
176963770,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176963947,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176973773,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176979958,00000521,false,Rx,0,6,00,0A,00,00,02,DA,00,00,
176980765,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
176983776,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
176983958,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
176991021,00000522,false,Rx,0,6,01,0E,00,04,63,73,00,00,
176992250,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
176993781,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177000031,00000521,false,Rx,0,6,00,0B,00,00,02,C3,00,00,
177003776,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177003964,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177004209,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
177004413,00000328,false,Rx,0,6,FD,00,00,00,87,1E,00,00,
177004657,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
177004797,000003E8,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
177005040,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
177005267,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
177005501,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
177005756,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
177005992,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
177006227,000003F9,false,Rx,0,8,C0,F9,80,E0,43,3C,F3,FF,
177006451,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
177006685,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
177006941,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
177007187,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
177007431,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
177013806,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177014384,00000523,false,Rx,0,6,02,0F,00,04,63,98,00,00,
177014607,00000524,false,Rx,0,6,03,0F,FF,FF,FF,FE,00,00,
177020373,00000521,false,Rx,0,6,00,0C,00,00,02,C4,00,00,
177020750,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
177023804,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177023996,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177025087,00000272,false,Rx,0,8,36,F7,71,11,FF,FF,FF,FF,
177033809,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177040024,00000521,false,Rx,0,6,00,0D,00,00,02,D4,00,00,
177040884,000005BD,false,Rx,0,8,88,80,00,00,00,00,00,00,
177043813,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177043994,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177051023,00000522,false,Rx,0,6,01,0F,00,04,63,81,00,00,
177053819,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177057374,00000100,false,Rx,0,8,01,00,00,00,88,08,2D,12,
177057626,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
177060028,00000521,false,Rx,0,6,00,0E,00,00,02,C9,00,00,
177060704,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
177063823,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177064001,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177073828,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177074364,00000523,false,Rx,0,6,02,00,00,04,63,87,00,00,
177074587,00000524,false,Rx,0,6,03,00,00,00,00,04,00,00,
177080353,00000521,false,Rx,0,6,00,0F,00,00,02,C1,00,00,
177083825,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177084013,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177092256,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
177093829,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177099938,00000521,false,Rx,0,6,00,00,00,00,02,D7,00,00,
177100693,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
177103830,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177104080,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
177104327,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
177104551,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
177104732,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177104976,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
177105224,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
177105447,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
177110809,0000035D,false,Rx,0,8,00,00,00,00,00,00,00,00,
177111018,00000522,false,Rx,0,6,01,00,00,04,63,68,00,00,
177113841,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177120020,00000521,false,Rx,0,6,00,01,00,00,02,B8,00,00,
177123839,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
177124027,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177133846,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
177134340,00000523,false,Rx,0,6,02,01,00,04,63,98,00,00,
177134574,00000524,false,Rx,0,6,03,01,00,00,00,02,00,00,
177140330,00000521,false,Rx,0,6,00,02,00,00,02,C6,00,00,
177140728,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
177143854,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177144036,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177153852,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177157378,00000100,false,Rx,0,8,01,00,00,00,88,08,2D,12,
177157629,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
177160000,00000521,false,Rx,0,6,00,03,00,00,02,BD,00,00,
177163854,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177164042,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177170922,00000522,false,Rx,0,6,01,01,00,04,63,81,00,00,
177173865,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177179997,00000521,false,Rx,0,6,00,04,00,00,02,BD,00,00,
177180752,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
177183868,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177184050,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177192242,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
177193867,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177194351,00000523,false,Rx,0,6,02,02,00,04,63,7B,00,00,
177194563,00000524,false,Rx,0,6,03,02,FF,FF,FF,F6,00,00,
177200329,00000521,false,Rx,0,6,00,05,00,00,02,B6,00,00,
177203872,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
177204124,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
177204307,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177204551,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
177204775,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
177205020,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
177205266,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
177205510,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
177205745,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
177205979,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
177206214,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
177206460,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
177206704,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
177206949,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
177213897,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
177219912,00000521,false,Rx,0,6,00,06,00,00,02,DC,00,00,
177220730,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
177223898,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177224076,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177225423,00000272,false,Rx,0,8,6A,F8,71,11,FF,FF,FF,FF,
177230985,00000522,false,Rx,0,6,01,02,00,04,63,77,00,00,
177233905,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177239910,00000521,false,Rx,0,6,00,07,00,00,02,BF,00,00,
177243897,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177244087,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177253910,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177254320,00000523,false,Rx,0,6,02,03,00,04,63,98,00,00,
177254543,00000524,false,Rx,0,6,03,03,00,00,00,04,00,00,
177257368,00000100,false,Rx,0,8,01,00,00,00,85,08,2D,12,
177257612,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
177260314,00000521,false,Rx,0,6,00,08,00,00,02,C3,00,00,
177260679,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
177263910,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177264093,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177273907,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177279891,00000521,false,Rx,0,6,00,09,00,00,02,BF,00,00,
177283920,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177284099,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177286512,00000351,false,Rx,0,8,20,0D,32,00,52,03,80,0A,
177286757,00000355,false,Rx,0,8,20,00,64,00,40,01,00,00,
177286990,00000356,false,Rx,0,8,5F,70,07,00,CE,00,00,00,
177288863,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
177289087,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
177290853,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
177291046,00000522,false,Rx,0,6,01,03,00,04,63,3B,00,00,
177292245,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
177292867,00000373,false,Rx,0,8,2A,0D,6E,0D,24,01,26,01,
177293921,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177294881,00000379,false,Rx,0,8,D2,00,00,04,03,00,00,00,
177296895,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
177299980,00000521,false,Rx,0,6,00,0A,00,00,02,BC,00,00,
177300672,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
177303925,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177304166,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
177304411,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
177304645,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
177304817,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177305061,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
177305306,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
177305531,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
177312610,1806E5F4,true,Rx,0,8,0D,20,00,32,00,00,00,00,
177313932,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177314314,00000523,false,Rx,0,6,02,04,00,04,63,A2,00,00,
177314537,00000524,false,Rx,0,6,03,04,FF,FF,FF,F2,00,00,
177320302,00000521,false,Rx,0,6,00,0B,00,00,02,D7,00,00,
177323931,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177324119,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177333936,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177339876,00000521,false,Rx,0,6,00,0C,00,00,02,CB,00,00,
177340714,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
177343937,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
177344125,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177350963,00000522,false,Rx,0,6,01,04,00,04,63,71,00,00,
177353949,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177357357,00000100,false,Rx,0,8,01,00,00,00,85,08,2D,12,
177357607,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
177359968,00000521,false,Rx,0,6,00,0D,00,00,02,D9,00,00,
177363948,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177364137,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177373952,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177374298,00000523,false,Rx,0,6,02,05,00,04,63,7B,00,00,
177374521,00000524,false,Rx,0,6,03,05,FF,FF,FF,F4,00,00,
177376012,000003C3,false,Rx,0,8,8D,08,C1,F1,0C,43,12,0C,
177380287,00000521,false,Rx,0,6,00,0E,00,00,02,B4,00,00,
177380769,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
177383958,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
177384141,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177392235,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
177393956,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
177399863,00000521,false,Rx,0,6,00,0F,00,00,02,B5,00,00,
177403957,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
177404209,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
177404390,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177404635,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
177404859,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
177405103,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
177405351,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
177405595,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
177405839,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
177406064,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
177406299,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
177406543,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
177406788,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
177407033,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
177410962,00000522,false,Rx,0,6,01,05,00,04,63,89,00,00,
177413979,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
177419951,00000521,false,Rx,0,6,00,00,00,00,02,E0,00,00,
177420685,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
177423979,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177424168,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177425776,00000272,false,Rx,0,8,37,F9,71,11,FF,FF,FF,FF,
177433987,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177434291,00000523,false,Rx,0,6,02,06,00,04,63,8D,00,00,
177434505,00000524,false,Rx,0,6,03,06,FF,FF,FF,E0,00,00,
177440280,00000521,false,Rx,0,6,00,01,00,00,02,C1,00,00,
177440741,0000035D,false,Rx,0,8,01,00,00,00,00,00,00,00,
177443994,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177444177,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177453991,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177457358,00000100,false,Rx,0,8,01,00,00,00,88,08,2D,12,
177457610,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
177459866,00000521,false,Rx,0,6,00,02,00,00,02,D5,00,00,
177460678,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
177463997,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177464176,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177470856,00000522,false,Rx,0,6,01,06,00,04,63,83,00,00,
177473999,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177479941,00000521,false,Rx,0,6,00,03,00,00,02,E9,00,00,
177484002,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177484191,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177492254,1801D08F,true,Rx,0,8,00,8C,00,6E,03,00,00,44,
177494005,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177494272,00000523,false,Rx,0,6,02,07,00,04,63,6A,00,00,
177494494,00000524,false,Rx,0,6,03,07,FF,FF,FF,E8,00,00,
177500267,00000521,false,Rx,0,6,00,04,00,00,02,C9,00,00,
177500717,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
177504010,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177504256,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
177504500,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
177504734,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
177504915,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177505161,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
177505395,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
177505619,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
177514025,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177519926,00000521,false,Rx,0,6,00,05,00,00,02,D3,00,00,
177524029,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177524208,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177530929,00000522,false,Rx,0,6,01,07,00,04,63,87,00,00,
177534030,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177539931,00000521,false,Rx,0,6,00,06,00,00,02,C8,00,00,
177540707,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
177544033,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177544212,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177554037,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177554278,00000523,false,Rx,0,6,02,08,00,04,63,7D,00,00,
177554492,00000524,false,Rx,0,6,03,08,FF,FF,FF,F2,00,00,
177557347,00000100,false,Rx,0,8,01,00,00,00,88,08,2D,12,
177557603,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
177560260,00000521,false,Rx,0,6,00,07,00,00,02,C2,00,00,
177564038,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177564216,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177574042,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177579836,00000521,false,Rx,0,6,00,08,00,00,02,CC,00,00,
177580748,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
177584044,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
177584224,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
177590915,00000522,false,Rx,0,6,01,08,00,04,63,66,00,00,
177592227,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
