Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
209206052,00000522,false,Rx,0,6,01,07,00,04,63,B0,00,00,
209208225,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209215051,00000521,false,Rx,0,6,00,06,00,00,02,D0,00,00,
209218228,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209218479,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209218661,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209218904,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
209219129,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209219374,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209219619,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
209219801,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
209220045,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209220291,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209220505,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
209220750,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
209220994,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
209221241,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
209228251,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209229383,00000523,false,Rx,0,6,02,08,00,04,63,A8,00,00,
209229606,00000524,false,Rx,0,6,03,08,FF,FF,FF,E6,00,00,
209235377,00000521,false,Rx,0,6,00,07,00,00,02,C8,00,00,
209238247,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209238435,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209248251,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209254973,00000521,false,Rx,0,6,00,08,00,00,02,C0,00,00,
209255728,00000100,false,Rx,0,8,01,00,00,00,72,08,11,12,
209255984,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209258253,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209258435,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209259308,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
209261636,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
209265965,00000522,false,Rx,0,6,01,08,00,04,63,85,00,00,
209268265,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209275040,00000521,false,Rx,0,6,00,09,00,00,02,DC,00,00,
209278261,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209278449,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209281659,00000272,false,Rx,0,8,5F,F3,71,11,FF,FF,FF,FF,
209288264,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209289376,00000523,false,Rx,0,6,02,09,00,04,63,A6,00,00,
209289600,00000524,false,Rx,0,6,03,09,00,00,00,0C,00,00,
209291375,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
209295369,00000521,false,Rx,0,6,00,0A,00,00,02,B3,00,00,
209298271,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
209298449,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209299260,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
209308271,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
209314951,00000521,false,Rx,0,6,00,0B,00,00,02,E3,00,00,
209318275,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209318526,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209318771,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
209318995,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209319177,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209319421,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209319667,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209319890,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209325958,00000522,false,Rx,0,6,01,09,00,04,63,85,00,00,
209328289,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209335034,00000521,false,Rx,0,6,00,0C,00,00,02,CB,00,00,
209338294,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209338471,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209339251,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
209348291,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209349360,00000523,false,Rx,0,6,02,0A,00,04,63,AA,00,00,
209349584,00000524,false,Rx,0,6,03,0A,FF,FF,FF,CD,00,00,
209355375,00000521,false,Rx,0,6,00,0D,00,00,02,D9,00,00,
209355731,00000100,false,Rx,0,8,01,00,00,00,72,08,11,12,
209355975,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209358298,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209358480,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209359446,000005BD,false,Rx,0,8,88,80,00,00,00,00,00,00,
209368303,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209375026,00000521,false,Rx,0,6,00,0E,00,00,03,03,00,00,
209378307,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209378484,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209379327,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
209386013,00000522,false,Rx,0,6,01,0A,00,04,63,81,00,00,
209388302,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209391372,1801D08F,true,Rx,0,8,00,8C,00,6E,03,00,00,44,
209395012,00000521,false,Rx,0,6,00,0F,00,00,02,E2,00,00,
209398305,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209398493,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209408309,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209409347,00000523,false,Rx,0,6,02,0B,00,04,63,68,00,00,
209409571,00000524,false,Rx,0,6,03,0B,00,00,00,31,00,00,
209415340,00000521,false,Rx,0,6,00,00,00,00,02,D5,00,00,
209418314,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209418565,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209418748,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209418992,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
209419216,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209419462,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209419706,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
209419888,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
209420134,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209420380,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209420593,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
209420837,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
209421083,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
209421328,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
209428340,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209434925,00000521,false,Rx,0,6,00,01,00,00,02,D7,00,00,
209438343,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209438520,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209446002,00000522,false,Rx,0,6,01,0B,00,04,63,87,00,00,
209448345,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209449374,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
209454929,00000521,false,Rx,0,6,00,02,00,00,02,C8,00,00,
209455716,00000100,false,Rx,0,8,01,00,00,00,72,08,11,12,
209455970,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209458346,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209458528,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209459264,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
209461981,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
209468351,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209469338,00000523,false,Rx,0,6,02,0C,00,04,63,8B,00,00,
209469561,00000524,false,Rx,0,6,03,0C,00,00,00,33,00,00,
209475340,00000521,false,Rx,0,6,00,03,00,00,02,C8,00,00,
209478357,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209478535,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209482007,00000272,false,Rx,0,8,D1,F4,71,11,FF,FF,FF,FF,
209484685,00000351,false,Rx,0,8,20,0D,32,00,52,03,80,0A,
209484925,00000355,false,Rx,0,8,20,00,64,00,40,01,00,00,
209485160,00000356,false,Rx,0,8,5F,70,07,00,CD,00,00,00,
209487040,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
209487266,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
209488360,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209489025,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
209491040,00000373,false,Rx,0,8,2A,0D,6E,0D,24,01,26,01,
209491370,1801D08F,true,Rx,0,8,00,8C,00,6E,03,00,00,44,
209493061,00000379,false,Rx,0,8,D2,00,00,04,03,00,00,00,
209494919,00000521,false,Rx,0,6,00,04,00,00,02,D4,00,00,
209495164,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
209498357,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209498539,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209499265,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
209505988,00000522,false,Rx,0,6,01,0C,00,04,63,6D,00,00,
209508361,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209510788,1806E5F4,true,Rx,0,8,0D,20,00,32,00,00,00,00,
209514997,00000521,false,Rx,0,6,00,05,00,00,02,C3,00,00,
209518364,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209518616,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209518860,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
209519084,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209519267,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209519511,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209519756,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209519979,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209528372,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209529338,00000523,false,Rx,0,6,02,0D,00,04,63,9A,00,00,
209529550,00000524,false,Rx,0,6,03,0D,FF,FF,FF,F4,00,00,
209535329,00000521,false,Rx,0,6,00,06,00,00,02,D8,00,00,
209538377,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209538556,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209539294,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
209548385,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209554907,00000521,false,Rx,0,6,00,07,00,00,02,DD,00,00,
209555715,00000100,false,Rx,0,8,01,00,00,00,72,08,11,12,
209555970,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209558387,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209558569,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209565901,00000522,false,Rx,0,6,01,0D,00,04,63,8D,00,00,
209568392,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209574976,00000521,false,Rx,0,6,00,08,00,00,02,CE,00,00,
209578395,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209578572,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209579310,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
209588391,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209589314,00000523,false,Rx,0,6,02,0E,00,04,63,79,00,00,
209589527,00000524,false,Rx,0,6,03,0E,00,00,00,0E,00,00,
209591375,1801D08F,true,Rx,0,8,00,8C,00,6F,03,00,00,44,
209595317,00000521,false,Rx,0,6,00,09,00,00,02,CC,00,00,
209598397,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209598575,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209608400,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209614889,00000521,false,Rx,0,6,00,0A,00,00,02,E5,00,00,
209618402,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209618653,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209618835,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209619079,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
209619304,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209619548,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209619793,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
209619975,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
209620220,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209620444,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209620681,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
209620936,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
209621171,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
209621417,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
209625965,00000522,false,Rx,0,6,01,0E,00,04,63,68,00,00,
209628425,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209634967,00000521,false,Rx,0,6,00,0B,00,00,02,D5,00,00,
209638428,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209638605,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209648433,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209649303,00000523,false,Rx,0,6,02,0F,00,04,63,A8,00,00,
209649516,00000524,false,Rx,0,6,03,0F,00,00,00,04,00,00,
209655307,00000521,false,Rx,0,6,00,0C,00,00,02,C4,00,00,
209655714,00000100,false,Rx,0,8,01,00,00,00,72,08,11,12,
209655960,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209658429,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209658611,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209659244,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
209662329,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
209668439,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209674962,00000521,false,Rx,0,6,00,0D,00,00,02,CC,00,00,
209678434,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209678622,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209682358,00000272,false,Rx,0,8,8C,F5,71,11,FF,FF,FF,FF,
209685955,00000522,false,Rx,0,6,01,0F,00,04,63,4A,00,00,
209688444,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209691367,1801D08F,true,Rx,0,8,00,8C,00,6F,03,00,00,44,
209694963,00000521,false,Rx,0,6,00,0E,00,00,02,C5,00,00,
209698446,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209698624,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209699236,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
209708443,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209709303,00000523,false,Rx,0,6,02,00,00,04,63,B5,00,00,
209709516,00000524,false,Rx,0,6,03,00,FF,FF,FF,D1,00,00,
209715287,00000521,false,Rx,0,6,00,0F,00,00,02,BF,00,00,
209718452,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209718702,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209718948,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
209719172,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209719354,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209719598,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209719843,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209720067,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209728460,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209734865,00000521,false,Rx,0,6,00,00,00,00,02,AB,00,00,
209738463,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
209738651,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209739284,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
209745958,00000522,false,Rx,0,6,01,00,00,04,63,7F,00,00,
209748468,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
209754957,00000521,false,Rx,0,6,00,01,00,00,02,DC,00,00,
209755680,00000100,false,Rx,0,8,01,00,00,00,72,08,11,12,
209755937,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209758478,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209758660,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209768477,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209769274,00000523,false,Rx,0,6,02,01,00,04,63,B2,00,00,
209769497,00000524,false,Rx,0,6,03,01,00,00,00,04,00,00,
209775288,00000521,false,Rx,0,6,00,02,00,00,02,C6,00,00,
209778484,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209778662,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209779327,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
209779582,0000035D,false,Rx,0,8,00,00,00,00,00,00,00,00,
209788489,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209791370,1801D08F,true,Rx,0,8,00,8C,00,6E,03,00,00,44,
209794946,00000521,false,Rx,0,6,00,03,00,00,02,CC,00,00,
209798481,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209798668,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209805950,00000522,false,Rx,0,6,01,01,00,04,63,6A,00,00,
209808492,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209814940,00000521,false,Rx,0,6,00,04,00,00,02,DB,00,00,
209818495,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209818747,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209818928,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209819163,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
209819396,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209819632,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209819886,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
209820068,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
209820304,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209820558,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209820771,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
209821016,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
209821262,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
209821507,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
209828517,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209829283,00000523,false,Rx,0,6,02,02,00,04,63,96,00,00,
209829507,00000524,false,Rx,0,6,03,02,FF,FF,FF,F8,00,00,
209835264,00000521,false,Rx,0,6,00,05,00,00,02,D3,00,00,
209838513,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209838690,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209848515,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209854847,00000521,false,Rx,0,6,00,06,00,00,02,CE,00,00,
209855675,00000100,false,Rx,0,8,01,00,00,00,72,08,0A,12,
209855930,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209858525,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209858707,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209859243,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
209862581,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
209862856,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
209865927,00000522,false,Rx,0,6,01,02,00,04,63,A0,00,00,
209868522,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209874928,00000521,false,Rx,0,6,00,07,00,00,02,CB,00,00,
209878526,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209878705,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209882714,00000272,false,Rx,0,8,6B,F6,71,11,FF,FF,FF,FF,
209888529,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209889264,00000523,false,Rx,0,6,02,03,00,04,63,A8,00,00,
209889488,00000524,false,Rx,0,6,03,03,FF,FF,FF,DB,00,00,
209891368,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
209895256,00000521,false,Rx,0,6,00,08,00,00,02,C4,00,00,
209898536,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209898715,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209899273,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
209902696,00000390,false,Rx,0,4,F0,FF,FF,FF,00,00,00,00,
209908543,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209914834,00000521,false,Rx,0,6,00,09,00,00,02,EB,00,00,
209918537,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209918789,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
209919033,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
209919258,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
209919440,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209919684,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
209919928,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
209920154,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
209925914,00000522,false,Rx,0,6,01,03,00,04,63,66,00,00,
209928551,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209934916,00000521,false,Rx,0,6,00,0A,00,00,02,EC,00,00,
209938557,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209938734,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209939262,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
209948555,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209949236,00000523,false,Rx,0,6,02,04,00,04,63,9C,00,00,
209949460,00000524,false,Rx,0,6,03,04,00,00,00,00,00,00,
209955237,00000521,false,Rx,0,6,00,0B,00,00,02,CC,00,00,
209955667,00000100,false,Rx,0,8,01,00,00,00,72,08,0A,12,
209955922,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
209958560,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209958742,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209968566,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209974823,00000521,false,Rx,0,6,00,0C,00,00,02,E3,00,00,
209978570,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
209978747,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
209979307,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
209985906,00000522,false,Rx,0,6,01,04,00,04,63,94,00,00,
209988576,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209991382,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
209994906,00000521,false,Rx,0,6,00,0D,00,00,02,D2,00,00,
209998577,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
209998755,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
210008581,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
210009242,00000523,false,Rx,0,6,02,05,00,04,63,9A,00,00,
210009465,00000524,false,Rx,0,6,03,05,FF,FF,FF,EC,00,00,
210015232,00000521,false,Rx,0,6,00,0E,00,00,02,D8,00,00,
210018587,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
210018764,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
210019008,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
210019213,00000328,false,Rx,0,6,1E,00,00,00,87,1E,00,00,
210019457,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
210019638,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
210019777,000003E8,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
210020022,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
210020246,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
210020491,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
210020737,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
210020971,000003F9,false,Rx,0,8,C0,F9,80,E0,43,3C,F3,FF,
210021196,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
210021430,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
210021686,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
210021930,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
210022176,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
210028605,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
210034810,00000521,false,Rx,0,6,00,0F,00,00,02,B9,00,00,
210038608,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
210038796,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
210045813,00000522,false,Rx,0,6,01,05,00,04,63,A0,00,00,
210048610,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
210054889,00000521,false,Rx,0,6,00,00,00,00,02,D3,00,00,
210055675,00000100,false,Rx,0,8,01,00,00,00,72,08,0A,12,
210055920,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
210058620,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
210058802,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
