Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
50105692,00000521,false,Rx,0,6,00,0C,00,00,02,6C,00,00,
50106372,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50116380,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50116560,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50118635,00000522,false,Rx,0,6,01,0F,00,04,7A,15,00,00,
50120055,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
50125575,00000521,false,Rx,0,6,00,0D,00,00,02,68,00,00,
50126381,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50136389,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50136569,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50137421,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50145649,00000521,false,Rx,0,6,00,0E,00,00,02,7D,00,00,
50146392,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50156390,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50156645,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50156826,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50157070,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
50157295,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50157530,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50157774,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
50158020,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
50158243,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50158478,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
50158733,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
50158968,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
50159171,00000523,false,Rx,0,6,02,00,00,04,7A,10,00,00,
50159425,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
50159630,00000524,false,Rx,0,6,03,00,FF,FF,FF,EC,00,00,
50160010,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
50165678,00000521,false,Rx,0,6,00,0F,00,00,02,75,00,00,
50166410,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50174287,00000100,false,Rx,0,8,01,00,00,00,3D,09,6E,12,
50174540,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50176418,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50176601,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50178637,00000522,false,Rx,0,6,01,00,00,04,7A,07,00,00,
50185551,00000521,false,Rx,0,6,00,00,00,00,02,62,00,00,
50186421,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50196421,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50196600,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50200051,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
50200296,0000032D,false,Rx,0,8,14,00,00,00,00,00,00,00,
50205628,00000521,false,Rx,0,6,00,01,00,00,02,64,00,00,
50206423,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50214289,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,00,00,
50216430,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50216609,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50216811,00000523,false,Rx,0,6,02,01,00,04,7A,43,00,00,
50217654,00000524,false,Rx,0,6,03,01,FF,FF,FF,EA,00,00,
50225673,00000521,false,Rx,0,6,00,02,00,00,02,62,00,00,
50226437,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50230122,0000035D,false,Rx,0,8,01,00,00,00,00,00,00,00,
50233984,00000272,false,Rx,0,8,D0,FA,71,11,FF,FF,FF,FF,
50236432,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50236621,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50237421,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50238620,00000522,false,Rx,0,6,01,01,00,04,7A,11,00,00,
50240039,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
50245622,00000521,false,Rx,0,6,00,03,00,00,02,54,00,00,
50246439,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
50256437,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
50256689,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50256933,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
50257158,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50257339,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50257574,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50257819,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
50258043,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50265613,00000521,false,Rx,0,6,00,04,00,00,02,5B,00,00,
50266451,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50274276,00000100,false,Rx,0,8,01,00,00,00,3D,09,68,12,
50274528,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50276458,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50276641,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50276843,00000523,false,Rx,0,6,02,02,00,04,7A,35,00,00,
50277634,00000524,false,Rx,0,6,03,02,00,00,00,25,00,00,
50280053,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
50285645,00000521,false,Rx,0,6,00,05,00,00,02,71,00,00,
50286462,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50296461,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50296651,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50298529,00000522,false,Rx,0,6,01,02,00,04,7A,1E,00,00,
50305525,00000521,false,Rx,0,6,00,06,00,00,02,53,00,00,
50306467,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
50316466,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
50316654,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50320034,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
50325602,00000521,false,Rx,0,6,00,07,00,00,02,67,00,00,
50326472,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50336481,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50336658,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50336860,00000523,false,Rx,0,6,02,03,00,04,7A,08,00,00,
50337440,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50337644,00000524,false,Rx,0,6,03,03,00,00,00,10,00,00,
50345645,00000521,false,Rx,0,6,00,08,00,00,02,72,00,00,
50346484,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50356485,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50356735,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50356918,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50357162,000002FA,false,Rx,0,8,FC,FF,15,FF,FF,FF,FF,FF,
50357385,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50357620,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50357866,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
50358110,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
50358334,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50358561,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
50358816,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
50359060,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
50359264,00000522,false,Rx,0,6,01,03,00,04,7A,07,00,00,
50359509,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
50360006,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
50365587,00000521,false,Rx,0,6,00,09,00,00,02,7A,00,00,
50366499,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50374250,00000100,false,Rx,0,8,01,00,00,00,3D,09,68,12,
50374501,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50376506,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50376688,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50385504,00000521,false,Rx,0,6,00,0A,00,00,02,5F,00,00,
50386510,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50396509,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50396697,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50396900,00000523,false,Rx,0,6,02,04,00,04,7A,37,00,00,
50397607,00000524,false,Rx,0,6,03,04,FF,FF,FF,D7,00,00,
50400034,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
50405623,00000521,false,Rx,0,6,00,0B,00,00,02,6D,00,00,
50406514,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50414305,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,00,00,
50416521,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50416699,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50418577,00000522,false,Rx,0,6,01,04,00,04,7A,0B,00,00,
50425498,00000521,false,Rx,0,6,00,0C,00,00,02,7A,00,00,
50426525,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50434320,00000272,false,Rx,0,8,8D,FB,71,11,FF,FF,FF,FF,
50436527,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50436704,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50437420,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50440057,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
50445572,00000521,false,Rx,0,6,00,0D,00,00,02,5C,00,00,
50446526,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50456535,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50456777,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50457021,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
50457255,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50457436,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50457672,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50457916,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
50458140,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50458344,00000523,false,Rx,0,6,02,05,00,04,7A,50,00,00,
50458557,00000524,false,Rx,0,6,03,05,00,00,00,0A,00,00,
50465611,00000521,false,Rx,0,6,00,0E,00,00,02,66,00,00,
50466544,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50474241,00000100,false,Rx,0,8,01,00,00,00,3D,09,6E,12,
50474494,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50476550,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50476722,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50478560,00000522,false,Rx,0,6,01,05,00,04,7A,3F,00,00,
50480012,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
50484421,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
50485492,00000521,false,Rx,0,6,00,0F,00,00,02,77,00,00,
50486550,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50496555,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50496734,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50505485,00000521,false,Rx,0,6,00,00,00,00,02,4C,00,00,
50506553,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
50516554,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
50516743,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50516945,00000523,false,Rx,0,6,02,06,00,04,7A,7F,00,00,
50517589,00000524,false,Rx,0,6,03,06,FF,FF,FF,F4,00,00,
50520036,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
50525606,00000521,false,Rx,0,6,00,01,00,00,02,61,00,00,
50526559,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50536561,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50536750,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50537414,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50538552,00000522,false,Rx,0,6,01,06,00,04,7A,13,00,00,
50545553,00000521,false,Rx,0,6,00,02,00,00,02,67,00,00,
50546570,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50556570,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50556821,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50557003,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50557246,000002FA,false,Rx,0,8,FC,FF,95,FF,FF,FF,FF,FF,
50557472,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50557716,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50557961,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
50558207,000003E9,false,Rx,0,8,FE,FF,11,01,6E,00,00,1E,
50558430,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50558655,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
50558911,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
50559155,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
50559399,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
50560033,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
50560277,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
50564551,000003B4,false,Rx,0,8,00,FF,31,F4,BD,FF,04,00,
50565474,00000521,false,Rx,0,6,00,03,00,00,02,5A,00,00,
50566590,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50574241,00000100,false,Rx,0,8,01,00,00,00,3D,09,68,12,
50574493,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50576540,00000523,false,Rx,0,6,02,07,00,04,7A,2B,00,00,
50576773,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50576955,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50577557,00000524,false,Rx,0,6,03,07,00,00,00,04,00,00,
50585588,00000521,false,Rx,0,6,00,04,00,00,02,67,00,00,
50586595,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50596596,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
50596784,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50598540,00000522,false,Rx,0,6,01,07,00,04,7A,2E,00,00,
50600020,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
50605462,00000521,false,Rx,0,6,00,05,00,00,02,82,00,00,
50606606,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50614527,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
50614807,000003B4,false,Rx,0,8,00,FF,31,F4,BD,FF,04,00,
50616604,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50616785,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50625537,00000521,false,Rx,0,6,00,06,00,00,02,59,00,00,
50626608,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50634875,00000272,false,Rx,0,8,03,FC,71,11,FF,FF,FF,FF,
50635169,000003B4,false,Rx,0,8,00,FF,31,F4,BC,FF,04,00,
50636527,00000523,false,Rx,0,6,02,08,00,04,7A,3B,00,00,
50636750,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50636932,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50637417,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50637621,00000524,false,Rx,0,6,03,08,00,00,00,18,00,00,
50640038,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
50645572,00000521,false,Rx,0,6,00,07,00,00,02,69,00,00,
50646621,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50656494,00000351,false,Rx,0,8,20,0D,C8,00,DC,05,D3,0A,
50656745,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50656989,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
50657224,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50657448,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50657630,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50657864,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50658099,00000355,false,Rx,0,8,27,00,64,00,86,01,00,00,
50658343,00000356,false,Rx,0,8,A6,72,FA,FF,E1,00,00,00,
50658578,000003E9,false,Rx,0,8,FE,FF,11,01,6E,00,00,1E,
50658814,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50659058,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
50659292,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
50659496,00000522,false,Rx,0,6,01,08,00,04,7A,41,00,00,
50660846,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
50662861,00000373,false,Rx,0,8,8E,0D,AA,0D,27,01,28,01,
50664877,00000379,false,Rx,0,8,D2,00,00,04,03,00,00,00,
50665446,00000521,false,Rx,0,6,00,08,00,00,02,67,00,00,
50666635,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50666890,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
50674248,00000100,false,Rx,0,8,01,00,00,00,3D,09,68,12,
50674500,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50676631,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50676812,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50679993,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
50682534,1806E5F4,true,Rx,0,8,0D,20,00,C8,00,00,00,00,
50685519,00000521,false,Rx,0,6,00,09,00,00,02,64,00,00,
50686641,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50696525,00000523,false,Rx,0,6,02,09,00,04,7A,60,00,00,
50696754,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50696936,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50697538,00000524,false,Rx,0,6,03,09,FF,FF,FF,F6,00,00,
50705545,00000521,false,Rx,0,6,00,0A,00,00,02,92,00,00,
50706647,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50716646,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50716834,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50718506,00000522,false,Rx,0,6,01,09,00,04,7A,3F,00,00,
50720017,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
50725500,00000521,false,Rx,0,6,00,0B,00,00,02,72,00,00,
50726655,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50736656,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50736834,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50737424,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50744862,000003B4,false,Rx,0,8,00,FF,31,F4,BE,FF,04,00,
50745502,00000521,false,Rx,0,6,00,0C,00,00,02,71,00,00,
50746660,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50756496,00000523,false,Rx,0,6,02,0A,00,04,7A,54,00,00,
50756726,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50756907,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50757163,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
50757355,00000328,false,Rx,0,6,C5,00,00,00,87,1E,00,00,
50757610,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50757750,000003E8,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
50757995,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
50758218,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50758452,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50758700,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
50758934,000003F9,false,Rx,0,8,C0,F9,80,E0,43,3C,F3,FF,
50759157,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50759393,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
50759639,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
50759883,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
50760065,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
50760268,00000524,false,Rx,0,6,03,0A,FF,FF,FF,E4,00,00,
50760513,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
50765542,00000521,false,Rx,0,6,00,0D,00,00,02,63,00,00,
50766687,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50774249,00000100,false,Rx,0,8,01,00,00,00,3D,09,68,12,
50774501,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50776684,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50776876,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50778408,00000522,false,Rx,0,6,01,0A,00,04,7A,20,00,00,
50785491,00000521,false,Rx,0,6,00,0E,00,00,02,81,00,00,
50786697,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50796698,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50796876,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50800045,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
50805486,00000521,false,Rx,0,6,00,0F,00,00,02,6B,00,00,
50806702,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50815193,000003B4,false,Rx,0,8,00,FF,31,F4,BE,FF,04,00,
50816495,00000523,false,Rx,0,6,02,0B,00,04,7A,4A,00,00,
50816728,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50816911,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50817512,00000524,false,Rx,0,6,03,0B,00,00,00,00,00,00,
50825534,00000521,false,Rx,0,6,00,00,00,00,02,61,00,00,
50826708,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50835009,00000272,false,Rx,0,8,5E,FD,71,11,FF,FF,FF,FF,
50836709,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50836892,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50837395,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50838471,00000522,false,Rx,0,6,01,0B,00,04,7A,38,00,00,
50839993,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
50845475,00000521,false,Rx,0,6,00,01,00,00,02,68,00,00,
50846712,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50856716,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50856968,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50857212,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
50857436,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50857620,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50857853,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50858098,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
50858321,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50865477,00000521,false,Rx,0,6,00,02,00,00,02,5B,00,00,
50866724,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50874245,00000100,false,Rx,0,8,01,00,00,00,3D,09,68,12,
50874496,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
50876469,00000523,false,Rx,0,6,02,0C,00,04,7A,39,00,00,
50876735,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50876907,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50877487,00000524,false,Rx,0,6,03,0C,00,00,00,27,00,00,
50879990,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
50885517,00000521,false,Rx,0,6,00,03,00,00,02,87,00,00,
50886733,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50890094,0000035D,false,Rx,0,8,00,00,00,00,00,00,00,00,
50896732,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50896922,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50898467,00000522,false,Rx,0,6,01,0C,00,04,7A,2C,00,00,
50905379,00000521,false,Rx,0,6,00,04,00,00,02,6F,00,00,
50906744,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50916746,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50916924,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50920051,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
50925459,00000521,false,Rx,0,6,00,05,00,00,02,5C,00,00,
50926750,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50936466,00000523,false,Rx,0,6,02,0D,00,04,7A,41,00,00,
50936751,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50936932,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50937406,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
50937611,00000524,false,Rx,0,6,03,0D,00,00,00,20,00,00,
50945200,000003C3,false,Rx,0,8,86,20,08,92,20,00,00,00,
50945504,00000521,false,Rx,0,6,00,06,00,00,02,7D,00,00,
50946757,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50956752,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
50957002,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
50957184,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
50957438,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
50957664,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
50957898,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
50958142,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
50958388,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
50958613,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
50958847,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
50959093,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
50959337,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
