Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
34168495,00000521,false,Rx,0,6,00,0F,00,00,02,7D,00,00,
34169175,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34169357,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34175093,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34175345,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34179177,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34186670,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
34188579,00000521,false,Rx,0,6,00,00,00,00,02,6A,00,00,
34189187,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34189368,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34199189,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34199577,00000523,false,Rx,0,6,02,06,00,04,7A,31,00,00,
34200599,00000524,false,Rx,0,6,03,06,00,00,00,0C,00,00,
34200833,0000032D,false,Rx,0,8,0D,00,00,00,86,1B,81,3C,
34201014,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
34206686,00000272,false,Rx,0,8,8C,F5,71,11,FF,FF,FF,FF,
34208606,00000521,false,Rx,0,6,00,01,00,00,02,65,00,00,
34209192,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34209374,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34217167,00000351,false,Rx,0,8,20,0D,C8,00,DC,05,D3,0A,
34217409,00000355,false,Rx,0,8,27,00,64,00,86,01,00,00,
34217644,00000356,false,Rx,0,8,A6,72,FA,FF,E1,00,00,00,
34219190,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34219530,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
34219755,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
34221519,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
34221711,00000522,false,Rx,0,6,01,06,00,04,7A,4F,00,00,
34223530,00000373,false,Rx,0,8,8E,0D,AB,0D,27,01,28,01,
34225555,00000379,false,Rx,0,8,D2,00,00,00,01,00,00,00,
34227559,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
34228561,00000521,false,Rx,0,6,00,02,00,00,02,61,00,00,
34229194,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34229375,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34237838,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34239202,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34240714,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
34248568,00000521,false,Rx,0,6,00,03,00,00,02,66,00,00,
34249207,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34249451,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34249698,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
34249921,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34250103,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34250336,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34250593,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34250815,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34259216,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34259562,00000523,false,Rx,0,6,02,07,00,04,7A,08,00,00,
34260574,00000524,false,Rx,0,6,03,07,00,00,00,1A,00,00,
34268592,00000521,false,Rx,0,6,00,04,00,00,02,46,00,00,
34269220,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
34269402,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34275086,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34275337,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34279220,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
34280669,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
34281559,00000522,false,Rx,0,6,01,07,00,04,7A,07,00,00,
34288472,00000521,false,Rx,0,6,00,05,00,00,02,61,00,00,
34289226,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34289407,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34299228,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34308476,00000521,false,Rx,0,6,00,06,00,00,02,79,00,00,
34309230,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34309412,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34319236,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34319562,00000523,false,Rx,0,6,02,08,00,04,7A,54,00,00,
34320583,00000524,false,Rx,0,6,03,08,00,00,00,18,00,00,
34320764,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
34328595,00000521,false,Rx,0,6,00,07,00,00,02,71,00,00,
34329234,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34329416,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34337843,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34339238,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34341547,00000522,false,Rx,0,6,01,08,00,04,7A,32,00,00,
34348466,00000521,false,Rx,0,6,00,08,00,00,02,75,00,00,
34349242,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34349499,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34349670,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34349924,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
34350148,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34350383,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34350635,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
34350879,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34351104,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34351338,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
34351583,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
34351829,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
34352073,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
34359270,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34360698,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
34368549,00000521,false,Rx,0,6,00,09,00,00,02,69,00,00,
34369271,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34369444,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34375054,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34375304,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34379272,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34379536,00000523,false,Rx,0,6,02,09,00,04,7A,56,00,00,
34380567,00000524,false,Rx,0,6,03,09,00,00,00,35,00,00,
34387002,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
34388586,00000521,false,Rx,0,6,00,0A,00,00,02,6A,00,00,
34389277,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34389460,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34390765,0000035D,false,Rx,0,8,01,00,00,00,00,00,00,00,
34399283,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34400679,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
34401538,00000522,false,Rx,0,6,01,09,00,04,7A,03,00,00,
34407248,00000272,false,Rx,0,8,6B,F6,71,11,FF,FF,FF,FF,
34408453,00000521,false,Rx,0,6,00,0B,00,00,02,75,00,00,
34409275,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34409466,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34419281,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34428530,00000521,false,Rx,0,6,00,0C,00,00,02,6F,00,00,
34429283,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34429466,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34437841,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34439288,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34439535,00000523,false,Rx,0,6,02,0A,00,04,7A,25,00,00,
34440553,00000524,false,Rx,0,6,03,0A,FF,FF,FF,EA,00,00,
34440735,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
34448573,00000521,false,Rx,0,6,00,0D,00,00,02,74,00,00,
34449295,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34449541,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34449785,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
34450008,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34450191,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34450424,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34450677,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34450902,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34459305,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34461445,00000522,false,Rx,0,6,01,0A,00,04,7A,0B,00,00,
34468441,00000521,false,Rx,0,6,00,0E,00,00,02,6D,00,00,
34469312,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34469495,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34475041,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34475302,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34479313,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34480647,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
34488515,00000521,false,Rx,0,6,00,0F,00,00,02,6A,00,00,
34489311,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34489493,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34499313,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34499523,00000523,false,Rx,0,6,02,0B,00,04,7A,18,00,00,
34500544,00000524,false,Rx,0,6,03,0B,00,00,00,04,00,00,
34508562,00000521,false,Rx,0,6,00,00,00,00,02,65,00,00,
34509316,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34509499,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34519320,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34520674,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
34521513,00000522,false,Rx,0,6,01,0B,00,04,7A,1C,00,00,
34528510,00000521,false,Rx,0,6,00,01,00,00,02,70,00,00,
34529326,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34529509,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34537830,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34539331,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34548512,00000521,false,Rx,0,6,00,02,00,00,02,6C,00,00,
34549329,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34549585,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34549766,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34550011,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
34550235,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34550480,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34550722,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
34550966,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34551200,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34551423,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
34551681,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
34551925,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
34552169,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
34559358,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34559557,00000523,false,Rx,0,6,02,0C,00,04,7A,20,00,00,
34560526,00000524,false,Rx,0,6,03,0C,FF,FF,FF,E2,00,00,
34560708,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
34568548,00000521,false,Rx,0,6,00,03,00,00,02,5B,00,00,
34569355,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34569537,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34575041,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34575293,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34579355,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34581413,00000522,false,Rx,0,6,01,0C,00,04,7A,43,00,00,
34587447,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
34587751,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
34588415,00000521,false,Rx,0,6,00,04,00,00,02,5D,00,00,
34589363,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34589545,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34599368,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34600702,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
34607375,00000272,false,Rx,0,8,36,F7,71,11,FF,FF,FF,FF,
34608500,00000521,false,Rx,0,6,00,05,00,00,02,62,00,00,
34609373,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34609553,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34619368,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34619568,00000523,false,Rx,0,6,02,0D,00,04,7A,39,00,00,
34620515,00000524,false,Rx,0,6,03,0D,00,00,00,08,00,00,
34628525,00000521,false,Rx,0,6,00,06,00,00,02,66,00,00,
34629373,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34629556,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34637815,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34639379,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34640649,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
34641492,00000522,false,Rx,0,6,01,0D,00,04,79,FD,00,00,
34648490,00000521,false,Rx,0,6,00,07,00,00,02,57,00,00,
34649380,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
34649625,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34649871,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
34650105,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34650287,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34650522,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34650762,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34650996,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34659391,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
34668480,00000521,false,Rx,0,6,00,08,00,00,02,7F,00,00,
34669401,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34669583,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34675056,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34675308,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34679402,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34679603,00000523,false,Rx,0,6,02,0E,00,04,7A,23,00,00,
34680499,00000524,false,Rx,0,6,03,0E,FF,FF,FF,E6,00,00,
34680680,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
34688531,00000521,false,Rx,0,6,00,09,00,00,02,82,00,00,
34689400,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34689582,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34699403,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34701472,00000522,false,Rx,0,6,01,0E,00,04,7A,32,00,00,
34708478,00000521,false,Rx,0,6,00,0A,00,00,02,6A,00,00,
34709410,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34709592,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34719413,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34720705,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
34720949,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
34728473,00000521,false,Rx,0,6,00,0B,00,00,02,91,00,00,
34729416,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34729598,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34737828,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34739422,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34739627,00000523,false,Rx,0,6,02,0F,00,04,7A,3F,00,00,
34740488,00000524,false,Rx,0,6,03,0F,00,00,00,00,00,00,
34748501,00000521,false,Rx,0,6,00,0C,00,00,02,6A,00,00,
34749422,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34749607,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34749850,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
34750053,00000328,false,Rx,0,6,B5,00,00,00,87,1E,00,00,
34750307,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34750438,000003E8,false,Rx,0,2,F1,FF,00,00,00,00,00,00,
34750687,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34750911,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34751146,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34751401,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
34751636,000003F9,false,Rx,0,8,C0,F9,80,E0,43,3C,F3,FF,
34751859,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34752084,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
34752339,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
34752585,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
34752830,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
34759449,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34760658,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
34761384,00000522,false,Rx,0,6,01,0F,00,04,7A,24,00,00,
34768383,00000521,false,Rx,0,6,00,0D,00,00,02,6B,00,00,
34769452,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34769636,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34775058,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34775309,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34779457,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34787690,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
34788381,00000521,false,Rx,0,6,00,0E,00,00,02,6E,00,00,
34789455,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34789639,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34799465,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34799655,00000523,false,Rx,0,6,02,00,00,04,7A,12,00,00,
34800477,00000524,false,Rx,0,6,03,00,00,00,00,02,00,00,
34800679,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
34807716,00000272,false,Rx,0,8,6A,F8,71,11,FF,FF,FF,FF,
34808503,00000521,false,Rx,0,6,00,0F,00,00,02,65,00,00,
34809460,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34809644,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34819473,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34821444,00000522,false,Rx,0,6,01,00,00,04,7A,1E,00,00,
34828450,00000521,false,Rx,0,6,00,00,00,00,02,7F,00,00,
34829468,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34829651,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34837804,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34839475,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34840628,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
34848450,00000521,false,Rx,0,6,00,01,00,00,02,5C,00,00,
34849394,00000351,false,Rx,0,8,20,0D,C8,00,DC,05,D3,0A,
34849651,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34849895,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
34850119,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34850343,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34850530,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34850764,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34850999,00000355,false,Rx,0,8,27,00,64,00,86,01,00,00,
34851243,00000356,false,Rx,0,8,A6,72,FA,FF,E1,00,00,00,
34851488,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34851712,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34851968,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
34852191,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
34853738,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
34855764,00000373,false,Rx,0,8,8E,0D,AA,0D,27,01,28,01,
34857778,00000379,false,Rx,0,8,D2,00,00,00,01,00,00,00,
34859446,00000523,false,Rx,0,6,02,01,00,04,7A,41,00,00,
34859681,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34859925,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
34860464,00000524,false,Rx,0,6,03,01,FF,FF,FF,FC,00,00,
34868501,00000521,false,Rx,0,6,00,02,00,00,02,59,00,00,
34869487,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34869668,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34875057,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34875308,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34879500,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34880622,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
34881369,00000522,false,Rx,0,6,01,01,00,04,7A,1C,00,00,
34888444,00000521,false,Rx,0,6,00,03,00,00,02,66,00,00,
34889494,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34889676,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34899502,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34900812,000005BD,false,Rx,0,8,88,80,00,00,00,00,00,00,
34908363,00000521,false,Rx,0,6,00,04,00,00,02,67,00,00,
34909508,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34909690,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34919438,00000523,false,Rx,0,6,02,02,00,04,7A,27,00,00,
34919668,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34920468,00000524,false,Rx,0,6,03,02,FF,FF,FF,EE,00,00,
34920692,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
34928479,00000521,false,Rx,0,6,00,05,00,00,02,86,00,00,
34929508,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34929690,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34937804,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
34939515,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
34941433,00000522,false,Rx,0,6,01,02,00,04,7A,03,00,00,
34948342,00000521,false,Rx,0,6,00,06,00,00,02,5B,00,00,
34949518,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34949763,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
34949944,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34950200,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
34950425,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
34950660,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
34950906,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
34951150,000003E9,false,Rx,0,8,FE,FF,00,00,00,00,00,00,
34951384,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
34951610,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
34951865,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
34952099,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
34952355,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
34959538,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34960691,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
34968431,00000521,false,Rx,0,6,00,07,00,00,02,75,00,00,
34969544,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34969726,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34975052,00000100,false,Rx,0,8,01,00,00,00,3D,09,75,12,
34975303,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
34979430,00000523,false,Rx,0,6,02,03,00,04,7A,2F,00,00,
34979661,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34980451,00000524,false,Rx,0,6,03,03,00,00,00,0A,00,00,
34988025,000003B4,false,Rx,0,8,00,FF,30,F0,B8,FF,00,00,
34988477,00000521,false,Rx,0,6,00,08,00,00,02,59,00,00,
34989550,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
34989732,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
34999549,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
35000629,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
35001429,00000522,false,Rx,0,6,01,03,00,04,7A,24,00,00,
35008260,00000272,false,Rx,0,8,37,F9,71,11,FF,FF,FF,FF,
35008471,00000521,false,Rx,0,6,00,09,00,00,02,73,00,00,
35009555,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
35009736,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
35019558,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
35028411,00000521,false,Rx,0,6,00,0A,00,00,02,61,00,00,
35029555,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
35029737,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
35037810,1801D08F,true,Rx,0,8,00,8C,00,5F,03,00,00,47,
35039414,00000523,false,Rx,0,6,02,04,00,04,7A,31,00,00,
